Mod:Item:MetaData, Localized Name
ebwizardry:condenser_upgrade, 魔力凝结升级卷轴
ebwizardry:range_upgrade, 法术距离升级卷轴
ebwizardry:duration_upgrade, 法术时长升级卷轴
ebwizardry:cooldown_upgrade, 法术冷却升级卷轴
ebwizardry:blast_upgrade, 法术范围升级卷轴
ebwizardry:attunement_upgrade, 法术槽位升级卷轴
ebwizardry:melee_upgrade, 魔杖近战升级卷轴
ebwizardry:flaming_axe, 炽烈之斧
ebwizardry:frost_axe, 冰霜之斧
ebwizardry:identification_scroll, 鉴定卷轴
ebwizardry:resplendent_thread, 魔辉丝线
ebwizardry:crystal_silver_plating, 晶银镶板
ebwizardry:ethereal_crystalweave, 缈晶纹绸
ebwizardry:astral_diamond, 星芒宝钻
ebwizardry:purifying_elixir, 净化圣水
ebwizardry:firebomb, 燃烧弹
ebwizardry:poison_bomb, 毒液弹
ebwizardry:smoke_bomb, 烟雾弹
ebwizardry:spark_bomb, 电击弹
ebwizardry:spectral_dust:1, 灵尘
ebwizardry:spectral_dust:2, 灵尘
ebwizardry:spectral_dust:3, 灵尘
ebwizardry:spectral_dust:4, 灵尘
ebwizardry:spectral_dust:5, 灵尘
ebwizardry:spectral_dust:6, 灵尘
ebwizardry:spectral_dust:7, 灵尘
ebwizardry:wizard_hat, 巫师帽
ebwizardry:wizard_robe, 巫师长袍
ebwizardry:wizard_leggings, 巫师护腿
ebwizardry:wizard_boots, 巫师靴子
ebwizardry:wizard_hat_fire, 烈焰巫师帽
ebwizardry:wizard_robe_fire, 烈焰巫师长袍
ebwizardry:wizard_leggings_fire, 烈焰巫师护腿
ebwizardry:wizard_boots_fire, 烈焰巫师靴子
ebwizardry:wizard_hat_ice, 冰霜巫师帽
ebwizardry:wizard_robe_ice, 冰霜巫师长袍
ebwizardry:wizard_leggings_ice, 冰霜巫师护腿
ebwizardry:wizard_boots_ice, 冰霜巫师靴子
ebwizardry:wizard_hat_lightning, 雷电巫师帽
ebwizardry:wizard_robe_lightning, 雷电巫师长袍
ebwizardry:wizard_leggings_lightning, 雷电巫师护腿
ebwizardry:wizard_boots_lightning, 雷电巫师靴子
ebwizardry:wizard_hat_necromancy, 死灵巫师帽
ebwizardry:wizard_robe_necromancy, 死灵巫师长袍
ebwizardry:wizard_leggings_necromancy, 死灵巫师护腿
ebwizardry:wizard_boots_necromancy, 死灵巫师靴子
ebwizardry:wizard_hat_earth, 自然巫师帽
ebwizardry:wizard_robe_earth, 自然巫师长袍
ebwizardry:wizard_leggings_earth, 自然巫师护腿
ebwizardry:wizard_boots_earth, 自然巫师靴子
ebwizardry:wizard_hat_sorcery, 秘法巫师帽
ebwizardry:wizard_robe_sorcery, 秘法巫师长袍
ebwizardry:wizard_leggings_sorcery, 秘法巫师护腿
ebwizardry:wizard_boots_sorcery, 秘法巫师靴子
ebwizardry:wizard_hat_healing, 治愈巫师帽
ebwizardry:wizard_robe_healing, 治愈巫师长袍
ebwizardry:wizard_leggings_healing, 治愈巫师护腿
ebwizardry:wizard_boots_healing, 治愈巫师靴子
ebwizardry:sage_hat, 贤者帽
ebwizardry:sage_robe, 贤者长袍
ebwizardry:sage_leggings, 贤者护腿
ebwizardry:sage_boots, 贤者靴子
ebwizardry:sage_hat_fire, 烈焰贤者帽
ebwizardry:sage_robe_fire, 烈焰贤者长袍
ebwizardry:sage_leggings_fire, 烈焰贤者护腿
ebwizardry:sage_boots_fire, 烈焰贤者靴子
ebwizardry:sage_hat_ice, 冰霜贤者帽
ebwizardry:sage_robe_ice, 冰霜贤者长袍
ebwizardry:sage_leggings_ice, 冰霜贤者护腿
ebwizardry:sage_boots_ice, 冰霜贤者靴子
ebwizardry:sage_hat_lightning, 雷电贤者帽
ebwizardry:sage_robe_lightning, 雷电贤者长袍
ebwizardry:sage_leggings_lightning, 雷电贤者护腿
ebwizardry:sage_boots_lightning, 雷电贤者靴子
ebwizardry:sage_hat_necromancy, 死灵贤者帽
ebwizardry:sage_robe_necromancy, 死灵贤者长袍
ebwizardry:sage_leggings_necromancy, 死灵贤者护腿
ebwizardry:sage_boots_necromancy, 死灵贤者靴子
ebwizardry:sage_hat_earth, 自然贤者帽
ebwizardry:sage_robe_earth, 自然贤者长袍
ebwizardry:sage_leggings_earth, 自然贤者护腿
ebwizardry:sage_boots_earth, 自然贤者靴子
ebwizardry:sage_hat_sorcery, 秘法贤者帽
ebwizardry:sage_robe_sorcery, 秘法贤者长袍
ebwizardry:sage_leggings_sorcery, 秘法贤者护腿
ebwizardry:sage_boots_sorcery, 秘法贤者靴子
ebwizardry:sage_hat_healing, 治愈贤者帽
ebwizardry:sage_robe_healing, 治愈贤者长袍
ebwizardry:sage_leggings_healing, 治愈贤者护腿
ebwizardry:sage_boots_healing, 治愈贤者靴子
ebwizardry:battlemage_helmet, 战斗法师头盔
ebwizardry:battlemage_chestplate, 战斗法师胸甲
ebwizardry:battlemage_leggings, 战斗法师护腿
ebwizardry:battlemage_boots, 战斗法师靴子
ebwizardry:battlemage_helmet_fire, 烈焰战斗法师头盔
ebwizardry:battlemage_chestplate_fire, 烈焰战斗法师胸甲
ebwizardry:battlemage_leggings_fire, 烈焰战斗法师护腿
ebwizardry:battlemage_boots_fire, 烈焰战斗法师靴子
ebwizardry:battlemage_helmet_ice, 冰霜战斗法师头盔
ebwizardry:battlemage_chestplate_ice, 冰霜战斗法师胸甲
ebwizardry:battlemage_leggings_ice, 冰霜战斗法师护腿
ebwizardry:battlemage_boots_ice, 冰霜战斗法师靴子
ebwizardry:battlemage_helmet_lightning, 雷电战斗法师头盔
ebwizardry:battlemage_chestplate_lightning, 雷电战斗法师胸甲
ebwizardry:battlemage_leggings_lightning, 雷电战斗法师护腿
ebwizardry:battlemage_boots_lightning, 雷电战斗法师靴子
ebwizardry:battlemage_helmet_necromancy, 死灵战斗法师头盔
ebwizardry:battlemage_chestplate_necromancy, 死灵战斗法师胸甲
ebwizardry:battlemage_leggings_necromancy, 死灵战斗法师护腿
ebwizardry:battlemage_boots_necromancy, 死灵战斗法师靴子
ebwizardry:battlemage_helmet_earth, 自然战斗法师头盔
ebwizardry:battlemage_chestplate_earth, 自然战斗法师胸甲
ebwizardry:battlemage_leggings_earth, 自然战斗法师护腿
ebwizardry:battlemage_boots_earth, 自然战斗法师靴子
ebwizardry:battlemage_helmet_sorcery, 秘法战斗法师头盔
ebwizardry:battlemage_chestplate_sorcery, 秘法战斗法师胸甲
ebwizardry:battlemage_leggings_sorcery, 秘法战斗法师护腿
ebwizardry:battlemage_boots_sorcery, 秘法战斗法师靴子
ebwizardry:battlemage_helmet_healing, 治愈战斗法师头盔
ebwizardry:battlemage_chestplate_healing, 治愈战斗法师胸甲
ebwizardry:battlemage_leggings_healing, 治愈战斗法师护腿
ebwizardry:battlemage_boots_healing, 治愈战斗法师靴子
ebwizardry:warlock_hood, 巫术士兜帽
ebwizardry:warlock_robe, 巫术士长袍
ebwizardry:warlock_leggings, 巫术士护腿
ebwizardry:warlock_boots, 巫术士靴子
ebwizardry:warlock_hood_fire, 烈焰巫术士兜帽
ebwizardry:warlock_robe_fire, 烈焰巫术士长袍
ebwizardry:warlock_leggings_fire, 烈焰巫术士护腿
ebwizardry:warlock_boots_fire, 烈焰巫术士靴子
ebwizardry:warlock_hood_ice, 冰霜巫术士兜帽
ebwizardry:warlock_robe_ice, 冰霜巫术士长袍
ebwizardry:warlock_leggings_ice, 冰霜巫术士护腿
ebwizardry:warlock_boots_ice, 冰霜巫术士靴子
ebwizardry:warlock_hood_lightning, 雷电巫术士兜帽
ebwizardry:warlock_robe_lightning, 雷电巫术士长袍
ebwizardry:warlock_leggings_lightning, 雷电巫术士护腿
ebwizardry:warlock_boots_lightning, 雷电巫术士靴子
ebwizardry:warlock_hood_necromancy, 死灵巫术士兜帽
ebwizardry:warlock_robe_necromancy, 死灵巫术士长袍
ebwizardry:warlock_leggings_necromancy, 死灵巫术士护腿
ebwizardry:warlock_boots_necromancy, 死灵巫术士靴子
ebwizardry:warlock_hood_earth, 自然巫术士兜帽
ebwizardry:warlock_robe_earth, 自然巫术士长袍
ebwizardry:warlock_leggings_earth, 自然巫术士护腿
ebwizardry:warlock_boots_earth, 自然巫术士靴子
ebwizardry:warlock_hood_sorcery, 秘法巫术士兜帽
ebwizardry:warlock_robe_sorcery, 秘法巫术士长袍
ebwizardry:warlock_leggings_sorcery, 秘法巫术士护腿
ebwizardry:warlock_boots_sorcery, 秘法巫术士靴子
ebwizardry:warlock_hood_healing, 治愈巫术士兜帽
ebwizardry:warlock_robe_healing, 治愈巫术士长袍
ebwizardry:warlock_leggings_healing, 治愈巫术士护腿
ebwizardry:warlock_boots_healing, 治愈巫术士靴子
ebwizardry:spectral_helmet, 幽冥头盔
ebwizardry:spectral_chestplate, 幽冥胸甲
ebwizardry:spectral_leggings, 幽冥护腿
ebwizardry:spectral_boots, 幽冥靴子
ebwizardry:lightning_hammer, 雷霆圣锤
ebwizardry:flamecatcher, 猎焰者
ebwizardry:ring_condensing, 聚能戒指
ebwizardry:ring_siphoning, 虹吸戒指
ebwizardry:ring_battlemage, 近战法师之戒
ebwizardry:ring_combustion, 爆炎戒指
ebwizardry:ring_fire_melee, 肆炎之触戒指
ebwizardry:ring_fire_biome, 旱漠凌阳戒指
ebwizardry:ring_disintegration, 烈焰余烬戒指
ebwizardry:ring_meteor, Volthraa 戒指
ebwizardry:ring_ice_melee, 寒冰之触戒指
ebwizardry:ring_ice_biome, 冰蚀之戒
ebwizardry:ring_arcane_frost, 奥术冰晶戒指
ebwizardry:ring_shattering, 破冰戒指
ebwizardry:ring_lightning_melee, 连导戒指
ebwizardry:ring_storm, 聚雷戒指
ebwizardry:ring_seeking, 引力之戒
ebwizardry:ring_hammer, 全能者 Thalek 的戒指
ebwizardry:ring_stormcloud, Lokenzen 之戒
ebwizardry:ring_soulbinding, 灵冥行者戒指
ebwizardry:ring_leeching, 吸血戒指
ebwizardry:ring_necromancy_melee, 死亡之触戒指
ebwizardry:ring_mind_control, 精神之戒
ebwizardry:ring_poison, 蛇纹戒指
ebwizardry:ring_earth_melee, 毒触戒指
ebwizardry:ring_earth_biome, 树妖戒指
ebwizardry:ring_full_moon, 啸狼戒指
ebwizardry:ring_evoker, 唤魔者之戒
ebwizardry:ring_extraction, 萃取戒指
ebwizardry:ring_mana_return, 完美主义者之戒
ebwizardry:ring_blockwrangler, 方块牧者之戒
ebwizardry:ring_conjurer, 造物之戒
ebwizardry:ring_defender, 守卫者之戒
ebwizardry:ring_paladin, 圣骑士戒指
ebwizardry:ring_interdiction, 禁域之戒
ebwizardry:amulet_arcane_defence, 奥术守卫护符
ebwizardry:amulet_warding, 魔法抗性护符
ebwizardry:amulet_wisdom, 智慧护符
ebwizardry:amulet_fire_protection, 防火护符
ebwizardry:amulet_fire_cloaking, 火胄护符
ebwizardry:amulet_ice_immunity, 永冻护符
ebwizardry:amulet_ice_protection, 抗寒护符
ebwizardry:amulet_frost_warding, Esundor 的护符
ebwizardry:amulet_potential, 潜能护符
ebwizardry:amulet_channeling, 避雷护符
ebwizardry:amulet_lich, 巫妖护符
ebwizardry:amulet_wither_immunity, 凋零珍珠护符
ebwizardry:amulet_glide, 风羽护符
ebwizardry:amulet_banishing, 末影护符
ebwizardry:amulet_anchoring, 锚定护符
ebwizardry:amulet_recovery, 恢复护符
ebwizardry:amulet_transience, 超凡护符
ebwizardry:amulet_resurrection, 不朽护符
ebwizardry:amulet_auto_shield, Hyeleth 的护符
ebwizardry:amulet_absorption, 生机护符
ebwizardry:charm_haggler, 讨价之证
ebwizardry:charm_experience_tome, 勤勉者之书
ebwizardry:charm_move_speed, 伊卡洛斯坠饰
ebwizardry:charm_spell_discovery, 档案保管员的单片镜
ebwizardry:charm_auto_smelt, 冶金学家徽标
ebwizardry:charm_lava_walking, 下界冰核
ebwizardry:charm_storm, 瓶装雷云
ebwizardry:charm_minion_health, 黑曜石僵尸头
ebwizardry:charm_minion_variants, 转化符咒
ebwizardry:charm_undead_helmets, 诅咒之盔
ebwizardry:charm_hunger_casting, 恶魔环印
ebwizardry:charm_flight, 翡翠甲虫之翼
ebwizardry:charm_growth, 水晶花符
ebwizardry:charm_abseiling, 魔法丝线
ebwizardry:charm_silk_touch, 月石宝珠
ebwizardry:charm_sixth_sense, 恐狼毛皮
ebwizardry:charm_stop_time, 奇特怀表
ebwizardry:charm_light, Elevinia 的永燃圣灯
ebwizardry:charm_transportation, 古老罗盘
ebwizardry:charm_black_hole, 虚空眼石
ebwizardry:charm_mount_teleporting, 幽灵拴链
ebwizardry:charm_feeding, 无底食粮
champions:champion_egg, 生成精英怪
cookingforblockheads:cooking_table, 烹饪桌
cookingforblockheads:oven, 烤箱
cookingforblockheads:fridge, 冰箱
cookingforblockheads:sink, 水槽
cookingforblockheads:tool_rack, 厨具架
cookingforblockheads:toaster, 吐司机
cookingforblockheads:milk_jar, 牛奶罐
cookingforblockheads:cow_jar, 罐中奶牛
cookingforblockheads:spice_rack, 调料架
cookingforblockheads:counter, 厨房柜台
cookingforblockheads:cabinet, 厨柜
cookingforblockheads:corner, 厨房转角
cookingforblockheads:kitchen_floor, 厨房地板
cookingforblockheads:fruit_basket, 水果篮
cookingforblockheads:cutting_board, 砧板
cookingforblockheads:recipe_book:0, 傻瓜烹饪手册
cookingforblockheads:recipe_book:1, 傻瓜烹饪手册 I
cookingforblockheads:recipe_book:2, 傻瓜烹饪手册 II
cookingforblockheads:heating_unit, 加热单元
cookingforblockheads:ice_unit, 冷却单元
cookingforblockheads:preservation_chamber, 保鲜室
avaritiarecipemaker:avaritiarecipemakerblock, Avaritia Recipe Factory
avaritiarecipemaker:vanillarecipemakerblock, Vanilla Recipe Factory
ae2wtlib:infinity_booster_card, 无限增幅卡
ae2wtlib:wut, 终极无线终端
ae2wtlib:wut_creative, 创造模式终极无线终端
wct:wct, 无线合成终端
wct:wct_creative, 创造模式无线合成终端
wct:magnet_card, 磁引卡
wit:wit, 无线接口终端
wit:wit_creative, 创造无线接口终端
wpt:wpt, 无线样板终端
wpt:wpt_creative, 创造模式无线样板终端
wft:wft, 无线流体终端
wft:wft_creative, 创造模式无线流体终端
yabba:item_barrel, 物品储存桶
yabba:item_barrel_connector, 物品储物桶连接器
yabba:antibarrel, 奇异桶
yabba:decorative_block, 装饰方块
yabba:upgrade_blank, 空白升级插件
yabba:upgrade_iron_tier, 木=>铁升级插件
yabba:upgrade_gold_tier, 铁=>金升级插件
yabba:upgrade_diamond_tier, 金=>钻石升级插件
yabba:upgrade_star_tier, 钻石=>下界之星升级插件
yabba:upgrade_creative, 创造模式升级插件
yabba:upgrade_obsidian_shell, 黑曜石外壳升级插件
yabba:upgrade_redstone_out, 红石信号输出升级插件
yabba:upgrade_hopper, 漏斗升级插件
yabba:upgrade_void, 虚空升级插件
yabba:upgrade_pickup, 收集掉落物升级插件
yabba:upgrade_smelting, 烧制升级插件
yabba:hammer, 桶锤
yabba:painter, 桶刷
yabba:wrench, 桶扳手
ironchest:iron_chest:0, 铁箱子
ironchest:iron_chest:1, 金箱子
ironchest:iron_chest:2, 钻石箱子
ironchest:iron_chest:3, 铜箱子
ironchest:iron_chest:4, 银箱子
ironchest:iron_chest:5, 水晶箱子
ironchest:iron_chest:6, 黑曜石箱子
ironchest:iron_chest:7, 泥箱子 9000！
ironchest:iron_shulker_box_white:0, 白色铁质潜影盒
ironchest:iron_shulker_box_white:1, 白色金质潜影盒
ironchest:iron_shulker_box_white:2, 白色钻石潜影盒
ironchest:iron_shulker_box_white:3, 白色铜质潜影盒
ironchest:iron_shulker_box_white:4, 白色银质潜影盒
ironchest:iron_shulker_box_white:5, 白色水晶潜影盒
ironchest:iron_shulker_box_white:6, 白色黑曜石潜影盒
ironchest:iron_shulker_box_orange:0, 橙色铁质潜影盒
ironchest:iron_shulker_box_orange:1, 橙色金质潜影盒
ironchest:iron_shulker_box_orange:2, 橙色钻石潜影盒
ironchest:iron_shulker_box_orange:3, 橙色铜质潜影盒
ironchest:iron_shulker_box_orange:4, 橙色银质潜影盒
ironchest:iron_shulker_box_orange:5, 橙色水晶潜影盒
ironchest:iron_shulker_box_orange:6, 橙色黑曜石潜影盒
ironchest:iron_shulker_box_magenta:0, 品红色铁质潜影盒
ironchest:iron_shulker_box_magenta:1, 品红色金质潜影盒
ironchest:iron_shulker_box_magenta:2, 品红色钻石潜影盒
ironchest:iron_shulker_box_magenta:3, 品红色铜质潜影盒
ironchest:iron_shulker_box_magenta:4, 品红色银质潜影盒
ironchest:iron_shulker_box_magenta:5, 品红色水晶潜影盒
ironchest:iron_shulker_box_magenta:6, 品红色黑曜石潜影盒
ironchest:iron_shulker_box_light_blue:0, 淡蓝色铁质潜影盒
ironchest:iron_shulker_box_light_blue:1, 淡蓝色金质潜影盒
ironchest:iron_shulker_box_light_blue:2, 淡蓝色钻石潜影盒
ironchest:iron_shulker_box_light_blue:3, 淡蓝色铜质潜影盒
ironchest:iron_shulker_box_light_blue:4, 淡蓝色银质潜影盒
ironchest:iron_shulker_box_light_blue:5, 淡蓝色水晶潜影盒
ironchest:iron_shulker_box_light_blue:6, 淡蓝色黑曜石潜影盒
ironchest:iron_shulker_box_yellow:0, 黄色铁质潜影盒
ironchest:iron_shulker_box_yellow:1, 黄色金质潜影盒
ironchest:iron_shulker_box_yellow:2, 黄色钻石潜影盒
ironchest:iron_shulker_box_yellow:3, 黄色铜质潜影盒
ironchest:iron_shulker_box_yellow:4, 黄色银质潜影盒
ironchest:iron_shulker_box_yellow:5, 黄色水晶潜影盒
ironchest:iron_shulker_box_yellow:6, 黄色黑曜石潜影盒
ironchest:iron_shulker_box_lime:0, 黄绿色铁质潜影盒
ironchest:iron_shulker_box_lime:1, 黄绿色金质潜影盒
ironchest:iron_shulker_box_lime:2, 黄绿色钻石潜影盒
ironchest:iron_shulker_box_lime:3, 黄绿色铜质潜影盒
ironchest:iron_shulker_box_lime:4, 黄绿色银质潜影盒
ironchest:iron_shulker_box_lime:5, 黄绿色水晶潜影盒
ironchest:iron_shulker_box_lime:6, 黄绿色黑曜石潜影盒
ironchest:iron_shulker_box_pink:0, 粉红色铁质潜影盒
ironchest:iron_shulker_box_pink:1, 粉红色金质潜影盒
ironchest:iron_shulker_box_pink:2, 粉红色钻石潜影盒
ironchest:iron_shulker_box_pink:3, 粉红色铜质潜影盒
ironchest:iron_shulker_box_pink:4, 粉红色银质潜影盒
ironchest:iron_shulker_box_pink:5, 粉红色水晶潜影盒
ironchest:iron_shulker_box_pink:6, 粉红色黑曜石潜影盒
ironchest:iron_shulker_box_gray:0, 灰色铁质潜影盒
ironchest:iron_shulker_box_gray:1, 灰色金质潜影盒
ironchest:iron_shulker_box_gray:2, 灰色钻石潜影盒
ironchest:iron_shulker_box_gray:3, 灰色铜质潜影盒
ironchest:iron_shulker_box_gray:4, 灰色银质潜影盒
ironchest:iron_shulker_box_gray:5, 灰色水晶潜影盒
ironchest:iron_shulker_box_gray:6, 灰色黑曜石潜影盒
ironchest:iron_shulker_box_silver:0, 淡灰色铁质潜影盒
ironchest:iron_shulker_box_silver:1, 淡灰色金质潜影盒
ironchest:iron_shulker_box_silver:2, 淡灰色钻石潜影盒
ironchest:iron_shulker_box_silver:3, 淡灰色铜质潜影盒
ironchest:iron_shulker_box_silver:4, 淡灰色银质潜影盒
ironchest:iron_shulker_box_silver:5, 淡灰色水晶潜影盒
ironchest:iron_shulker_box_silver:6, 淡灰色黑曜石潜影盒
ironchest:iron_shulker_box_cyan:0, 青色铁质潜影盒
ironchest:iron_shulker_box_cyan:1, 青色金质潜影盒
ironchest:iron_shulker_box_cyan:2, 青色钻石潜影盒
ironchest:iron_shulker_box_cyan:3, 青色铜质潜影盒
ironchest:iron_shulker_box_cyan:4, 青色银质潜影盒
ironchest:iron_shulker_box_cyan:5, 青色水晶潜影盒
ironchest:iron_shulker_box_cyan:6, 青色黑曜石潜影盒
ironchest:iron_shulker_box_purple:0, 紫色铁质潜影盒
ironchest:iron_shulker_box_purple:1, 紫色金质潜影盒
ironchest:iron_shulker_box_purple:2, 紫色钻石潜影盒
ironchest:iron_shulker_box_purple:3, 紫色铜质潜影盒
ironchest:iron_shulker_box_purple:4, 紫色银质潜影盒
ironchest:iron_shulker_box_purple:5, 紫色水晶潜影盒
ironchest:iron_shulker_box_purple:6, 紫色黑曜石潜影盒
ironchest:iron_shulker_box_blue:0, 蓝色铁质潜影盒
ironchest:iron_shulker_box_blue:1, 蓝色金质潜影盒
ironchest:iron_shulker_box_blue:2, 蓝色钻石潜影盒
ironchest:iron_shulker_box_blue:3, 蓝色铜质潜影盒
ironchest:iron_shulker_box_blue:4, 蓝色银质潜影盒
ironchest:iron_shulker_box_blue:5, 蓝色水晶潜影盒
ironchest:iron_shulker_box_blue:6, 蓝色黑曜石潜影盒
ironchest:iron_shulker_box_brown:0, 棕色铁质潜影盒
ironchest:iron_shulker_box_brown:1, 棕色金质潜影盒
ironchest:iron_shulker_box_brown:2, 棕色钻石潜影盒
ironchest:iron_shulker_box_brown:3, 棕色铜质潜影盒
ironchest:iron_shulker_box_brown:4, 棕色银质潜影盒
ironchest:iron_shulker_box_brown:5, 棕色水晶潜影盒
ironchest:iron_shulker_box_brown:6, 棕色黑曜石潜影盒
ironchest:iron_shulker_box_green:0, 绿色铁质潜影盒
ironchest:iron_shulker_box_green:1, 绿色金质潜影盒
ironchest:iron_shulker_box_green:2, 绿色钻石潜影盒
ironchest:iron_shulker_box_green:3, 绿色铜质潜影盒
ironchest:iron_shulker_box_green:4, 绿色银质潜影盒
ironchest:iron_shulker_box_green:5, 绿色水晶潜影盒
ironchest:iron_shulker_box_green:6, 绿色黑曜石潜影盒
ironchest:iron_shulker_box_red:0, 红色铁质潜影盒
ironchest:iron_shulker_box_red:1, 红色金质潜影盒
ironchest:iron_shulker_box_red:2, 红色钻石潜影盒
ironchest:iron_shulker_box_red:3, 红色铜质潜影盒
ironchest:iron_shulker_box_red:4, 红色银质潜影盒
ironchest:iron_shulker_box_red:5, 红色水晶潜影盒
ironchest:iron_shulker_box_red:6, 红色黑曜石潜影盒
ironchest:iron_shulker_box_black:0, 黑色铁质潜影盒
ironchest:iron_shulker_box_black:1, 黑色金质潜影盒
ironchest:iron_shulker_box_black:2, 黑色钻石潜影盒
ironchest:iron_shulker_box_black:3, 黑色铜质潜影盒
ironchest:iron_shulker_box_black:4, 黑色银质潜影盒
ironchest:iron_shulker_box_black:5, 黑色水晶潜影盒
ironchest:iron_shulker_box_black:6, 黑色黑曜石潜影盒
ironchest:iron_gold_chest_upgrade, 箱子升级：铁>金
ironchest:gold_diamond_chest_upgrade, 箱子升级：金>钻石
ironchest:copper_silver_chest_upgrade, 箱子升级：铜>银
ironchest:silver_gold_chest_upgrade, 箱子升级：银>金
ironchest:copper_iron_chest_upgrade, 箱子升级：铜>铁
ironchest:diamond_crystal_chest_upgrade, 箱子升级：钻石>水晶
ironchest:wood_iron_chest_upgrade, 箱子升级：木>铁
ironchest:wood_copper_chest_upgrade, 箱子升级：木>铜
ironchest:diamond_obsidian_chest_upgrade, 箱子升级：钻石>黑曜石
ironchest:iron_gold_shulker_upgrade, 潜影盒升级：铁>金
ironchest:gold_diamond_shulker_upgrade, 潜影盒升级：金>钻石
ironchest:copper_silver_shulker_upgrade, 潜影盒升级：铜>银
ironchest:silver_gold_shulker_upgrade, 潜影盒升级：银>金
ironchest:copper_iron_shulker_upgrade, 潜影盒升级：铜>铁
ironchest:diamond_crystal_shulker_upgrade, 潜影盒升级：钻石>水晶
ironchest:vanilla_iron_shulker_upgrade, 潜影盒升级：原版>铁
ironchest:vanilla_copper_shulker_upgrade, 潜影盒升级：原版>铜
ironchest:diamond_obsidian_shulker_upgrade, 潜影盒升级：钻石>黑曜石
betterp2p:better_memory_card, 高级内存卡
futuremc:dye:0, 白色染料
futuremc:dye:1, 蓝色染料
futuremc:dye:2, 棕色染料
futuremc:dye:3, 黑色染料
futuremc:banner_pattern:0, 旗帜图案
futuremc:banner_pattern:1, 旗帜图案
futuremc:banner_pattern:2, 旗帜图案
futuremc:banner_pattern:3, 旗帜图案
futuremc:banner_pattern:4, 旗帜图案
futuremc:banner_pattern:5, 旗帜图案
futuremc:honeycomb, 蜜脾
futuremc:honey_bottle, 蜂蜜瓶
futuremc:sweet_berries, 甜浆果
futuremc:suspicious_stew, 迷之炖菜
futuremc:bamboo, 竹子
futuremc:pufferfish_bucket, 河豚桶
futuremc:salmon_bucket, 鲑鱼桶
futuremc:cod_bucket, 鳕鱼桶
futuremc:tropical_fish_bucket, 热带鱼桶
futuremc:nautilus_shell, 鹦鹉螺壳
futuremc:lantern, 灯笼
futuremc:stonecutter, 切石机
futuremc:barrel, 木桶
futuremc:smoker, 烟熏炉
futuremc:blast_furnace, 高炉
futuremc:loom, 织布机
futuremc:fletching_table, 制箭台
futuremc:smithing_table, 锻造台
futuremc:cartography_table, 制图台
futuremc:grindstone, 砂轮
futuremc:composter, 堆肥桶
futuremc:bell, 钟
futuremc:honey_block, 蜂蜜块
futuremc:honeycomb_block, 蜜脾块
futuremc:lily_of_the_valley, 铃兰
futuremc:cornflower, 矢车菊
futuremc:wither_rose, 凋零玫瑰
futuremc:campfire, 营火
futuremc:bee_nest, 蜂巢
futuremc:beehive, 蜂箱
futuremc:stripped_acacia_log, 去皮金合欢原木
futuremc:stripped_jungle_log, 去皮丛林原木
futuremc:stripped_birch_log, 去皮白桦原木
futuremc:stripped_oak_log, 去皮橡木原木
futuremc:stripped_spruce_log, 去皮云杉原木
futuremc:stripped_dark_oak_log, 去皮深色橡木原木
futuremc:brick_wall, 砖块墙
futuremc:granite_wall, 花岗岩墙
futuremc:andesite_wall, 安山岩墙
futuremc:diorite_wall, 闪长岩墙
futuremc:sandstone_wall, 砂岩墙
futuremc:red_sandstone_wall, 红砂岩墙
futuremc:stone_brick_wall, 石砖墙
futuremc:mossy_stone_brick_wall, 苔石砖墙
futuremc:nether_brick_wall, 下界砖墙
futuremc:red_nether_brick_wall, 红色下界砖墙
futuremc:end_stone_brick_wall, 末地石砖墙
futuremc:prismarine_wall, 海晶石墙
futuremc:smooth_stone, 平滑石头
futuremc:smooth_sandstone, 平滑砂岩
futuremc:smooth_quartz, 平滑石英
futuremc:smooth_red_sandstone, 平滑红砂岩
futuremc:blue_ice, 蓝冰
futuremc:stripped_acacia_wood, 去皮金合欢木
futuremc:stripped_jungle_wood, 去皮丛林木
futuremc:stripped_birch_wood, 去皮白桦木
futuremc:stripped_oak_wood, 去皮橡木
futuremc:stripped_spruce_wood, 去皮云杉木
futuremc:stripped_dark_oak_wood, 去皮深色橡木
futuremc:acacia_wood, 金合欢木
futuremc:jungle_wood, 丛林木
futuremc:birch_wood, 白桦木
futuremc:oak_wood, 橡木
futuremc:spruce_wood, 云杉木
futuremc:dark_oak_wood, 深色橡木
futuremc:acacia_trapdoor, 金合欢木活板门
futuremc:jungle_trapdoor, 丛林木活板门
futuremc:birch_trapdoor, 白桦木活板门
futuremc:spruce_trapdoor, 云杉木活板门
futuremc:dark_oak_trapdoor, 深色橡木活板门
futuremc:soul_fire_lantern, 灵魂灯笼
futuremc:soul_fire_torch, 灵魂火把
futuremc:soul_soil, 灵魂土
futuremc:netherite_ingot, 下界合金锭
futuremc:netherite_scrap, 下界合金碎片
futuremc:netherite_axe, 下界合金斧
futuremc:netherite_hoe, 下界合金锄
futuremc:netherite_pickaxe, 下界合金镐
futuremc:netherite_shovel, 下界合金锹
futuremc:netherite_sword, 下界合金剑
futuremc:netherite_helmet, 下界合金头盔
futuremc:netherite_chestplate, 下界合金胸甲
futuremc:netherite_leggings, 下界合金护腿
futuremc:netherite_boots, 下界合金靴子
futuremc:chain, 锁链
futuremc:netherite_block, 下界合金块
